//t, Stl_t_TKN_Concentration
0,0
0.1,0.1686031
0.2,0.1913242
0.3,0.2011623
0.4,0.2064671
0.5,0.2094801
0.6,0.212127
0.7,0.2157683
0.8,0.2189577
0.9,0.2213663
1,0.2197994
1.1,0.2174105
1.2,0.2170973
1.3,0.2171195
1.4,0.2160372
1.5,0.2152018
1.6,0.215105
1.7,0.2151086
1.8,0.2147138
1.9,0.2148571
2,0.2147186
2.1,0.21448
2.2,0.2140357
2.3,0.2135348
2.4,0.2128319
2.5,0.2125942
2.6,0.212826
2.7,0.2136926
2.8,0.2151517
2.9,0.2163351
3,0.2167819
3.1,0.2167701
3.2,0.2164901
3.3,0.2173194
3.4,0.2177168
3.5,0.2189993
3.6,0.220428
3.7,0.2218863
3.8,0.2248543
3.9,0.2293118
4,0.2357594
4.1,0.23945
4.2,0.2381072
4.3,0.2373927
4.4,0.2371776
4.5,0.2357252
4.6,0.2368375
4.7,0.2423036
4.8,0.2490342
4.9,0.2494192
5,0.2458038
5.1,0.252301
5.2,0.2758769
5.3,0.3071854
5.4,0.3126821
5.5,0.411007
5.6,0.966926
5.7,1.580116
5.8,1.778073
5.9,1.667941
6,1.437867
6.1,1.21287
6.2,1.185447
6.3,1.077593
6.4,0.9891452
6.5,0.9332525
6.6,0.7095905
6.7,0.4323764
6.8,0.3113239
6.9,0.2836774
7,0.2926832
7.1,0.2941398
7.2,0.2855233
7.3,0.2859296
7.4,0.3046809
7.5,0.313613
7.6,0.3168669
7.7,0.3287863
7.8,0.3462973
7.9,0.3674832
8,0.3694028
8.1,0.3842955
8.2,0.3764651
8.3,0.3571627
8.4,0.3423194
8.5,0.3316042
8.6,0.3016762
8.7,0.3049295
8.8,0.306936
8.9,0.2927955
9,0.2863794
9.1,0.2733387
9.2,0.252505
9.3,0.2410997
9.4,0.239042
9.5,0.2435414
9.6,0.2568273
9.7,0.271265
9.8,0.2705318
9.9,0.2505498
10,0.2343399
10.1,0.2268874
10.2,0.2248782
10.3,0.2255942
10.4,0.2238676
10.5,0.2225198
10.6,0.2197715
10.7,0.2170497
10.8,0.2150737
10.9,0.2172237
11,0.2226297
11.1,0.226196
11.2,0.2271981
11.3,0.2304903
11.4,0.2294244
11.5,0.2214797
11.6,0.2166208
11.7,0.2136706
11.8,0.2097675
11.9,0.2076244
12,0.208664
12.1,0.2067627
12.2,0.2053278
12.3,0.2088796
12.4,0.2112863
12.5,0.2110846
12.6,0.2096265
12.7,0.2107233
12.8,0.2135005
12.9,0.2158635
13,0.2130154
13.1,0.2117932
13.2,0.2165155
13.3,0.2194022
13.4,0.2206955
13.5,0.2214626
13.6,0.2219428
13.7,0.2653875
13.8,0.4202963
13.9,0.5080517
14,0.5531136
14.1,0.5389643
14.2,0.5078202
14.3,0.4936486
14.4,0.4724907
14.5,0.4457449
14.6,0.4621403
14.7,0.4338132
14.8,0.3402515
14.9,0.3464107
15,0.4272005
15.1,0.4243062
15.2,0.3750258
15.3,0.3707501
15.4,0.3790248
15.5,0.3203704
15.6,0.2562055
15.7,0.2264569
15.8,0.2193907
15.9,0.218695
16,0.2132643
16.1,0.2072369
16.2,0.2106822
16.3,0.2182021
16.4,0.2304731
16.5,0.2413805
16.6,0.2519794
16.7,0.2807254
16.8,0.3014264
16.9,0.2780232
17,0.2684656
17.1,0.2555149
17.2,0.2571658
17.3,0.2501782
17.4,0.2530161
17.5,0.2556433
17.6,0.2515679
17.7,0.2458646
17.8,0.2292372
17.9,0.2186662
18,0.2165674
18.1,0.2152243
18.2,0.2238624
18.3,0.2479591
18.4,0.2730939
18.5,0.2472644
18.6,0.2202571
18.7,0.2057147
18.8,0.2027419
18.9,0.2095692
19,0.2422016
19.1,0.3425576
19.2,0.4562372
19.3,0.5790658
19.4,0.664136
19.5,0.6396431
19.6,0.6638134
19.7,0.7074501
19.8,0.6839751
19.9,0.6360199
20,0.5665507
20.1,0.5342022
20.2,0.6043689
20.3,0.6147124
20.4,0.6213489
20.5,0.6795268
20.6,0.5436555
20.7,0.3456413
20.8,0.2681122
20.9,0.2353108
21,0.2181662
21.1,0.215594
21.2,0.2169871
21.3,0.2182155
21.4,0.2191032
21.5,0.2199172
21.6,0.2203137
21.7,0.2196489
21.8,0.2196393
21.9,0.219933
22,0.2198979
22.1,0.2198646
22.2,0.2206494
22.3,0.2233973
22.4,0.2285704
22.5,0.2489976
22.6,0.2753414
22.7,0.2575486
22.8,0.2539378
22.9,0.2610791
23,0.2813492
23.1,0.3472333
23.2,0.448519
23.3,0.5425989
23.4,0.5117808
23.5,0.4949294
23.6,0.6041473
23.7,0.7654069
23.8,0.9735298
23.9,0.9666125
24,0.9626798
24.1,0.9383526
24.2,0.8631513
24.3,0.8716774
24.4,0.9753618
24.5,1.103354
24.6,1.130163
24.7,1.115604
24.8,1.118932
24.9,1.122495
25,1.100371
25.1,1.171849
25.2,1.37964
25.3,1.576778
25.4,2.197233
25.5,2.753298
25.6,3.034524
25.7,2.909676
25.8,2.71612
25.9,2.642487
26,2.448314
26.1,2.201969
26.2,1.963326
26.3,1.891687
26.4,1.742818
26.5,1.735288
26.6,1.845309
26.7,2.012613
26.8,2.051609
26.9,1.952517
27,2.028969
27.1,2.16706
27.2,2.366413
27.3,2.292732
27.4,2.25377
27.5,2.382459
27.6,2.629291
27.7,2.697349
27.8,2.640609
27.9,2.591181
28,2.64152
28.1,2.662391
28.2,2.651591
28.3,2.526696
28.4,2.289431
28.5,1.812169
28.6,1.520162
28.7,1.215076
28.8,0.948829
28.9,0.8337776
29,0.8096184
29.1,0.7389042
29.2,0.6309758
29.3,0.5238134
29.4,0.4731305
29.5,0.3487011
29.6,0.2929197
29.7,0.2732452
29.8,0.265801
29.9,0.2632933
30,0.2647955
30.1,0.2680383
30.2,0.2671281
30.3,0.2662702
30.4,0.2634212
30.5,0.2590368
30.6,0.2587422
30.7,0.2538713
30.8,0.2460181
30.9,0.2443767
31,0.2442267
31.1,0.2445607
31.2,0.2461207
31.3,0.247511
31.4,0.2485095
31.5,0.2491298
31.6,0.2491961
31.7,0.2499628
31.8,0.2483593
31.9,0.246524
32,0.2465089
32.1,0.2474254
32.2,0.2474687
32.3,0.2476305
32.4,0.2474741
32.5,0.2457422
32.6,0.2438673
32.7,0.2433154
32.8,0.2410417
32.9,0.2402431
33,0.2404867
33.1,0.240263
33.2,0.2400001
33.3,0.2401403
33.4,0.2387928
33.5,0.2381064
33.6,0.2384512
33.7,0.2382673
33.8,0.2389107
33.9,0.2411549
34,0.242666
34.1,0.2450752
34.2,0.2537193
34.3,0.2502215
34.4,0.2438202
34.5,0.2418707
34.6,0.2411943
34.7,0.2401937
34.8,0.2408496
34.9,0.2459785
35,0.2519561
35.1,0.2561025
35.2,0.256698
35.3,0.2514687
35.4,0.2480704
35.5,0.243753
35.6,0.2430406
35.7,0.241841
35.8,0.2394628
35.9,0.2357119
36,0.2340382
36.1,0.2348765
36.2,0.2367912
36.3,0.2345554
36.4,0.2301458
36.5,0.2235198
36.6,0.2216998
36.7,0.2220741
36.8,0.2228371
36.9,0.2238057
37,0.2246329
37.1,0.2244644
37.2,0.2237162
37.3,0.223418
37.4,0.2246067
37.5,0.2314658
37.6,0.2389971
37.7,0.2495963
37.8,0.2571446
37.9,0.2607028
38,0.2532625
38.1,0.2549256
38.2,0.2526052
38.3,0.25077
38.4,0.2536396
38.5,0.2528348
38.6,0.2524859
38.7,0.2563939
38.8,0.3031871
38.9,0.5307855
39,0.6281689
39.1,0.6905744
39.2,0.7355493
39.3,0.6855869
39.4,0.733036
39.5,0.852594
39.6,0.8506176
39.7,0.6976943
39.8,0.6954403
39.9,0.9102393
40,1.14488
40.1,1.355847
40.2,1.493129
40.3,1.504037
40.4,1.526842
40.5,1.631605
40.6,1.621304
40.7,1.43815
40.8,1.279723
40.9,1.31628
41,1.376346
41.1,1.436565
41.2,1.631584
41.3,1.759239
41.4,1.639026
41.5,1.379228
41.6,0.9980413
41.7,0.922922
41.8,0.9255262
41.9,0.8066778
42,0.4880185
42.1,0.2902575
42.2,0.2478847
42.3,0.2464574
42.4,0.2460896
42.5,0.244471
42.6,0.2382669
42.7,0.2352125
42.8,0.2332478
42.9,0.2312604
43,0.2306748
43.1,0.2308506
43.2,0.2309001
43.3,0.2281162
43.4,0.2242235
43.5,0.2219756
43.6,0.2196984
43.7,0.2171263
43.8,0.2151992
43.9,0.2156765
44,0.2165767
44.1,0.2172025
44.2,0.2178851
44.3,0.2190968
44.4,0.2219214
44.5,0.2243662
44.6,0.2258156
44.7,0.2281301
44.8,0.2299773
44.9,0.2309531
45,0.2318194
45.1,0.2313889
45.2,0.2307297
45.3,0.2302539
45.4,0.2297553
45.5,0.2293783
45.6,0.2296932
45.7,0.2308829
45.8,0.2318659
45.9,0.2318194
46,0.2322326
46.1,0.2325958
46.2,0.2328877
46.3,0.2332783
46.4,0.234233
46.5,0.2365876
46.6,0.2383987
46.7,0.2396144
46.8,0.2412716
