//t, Inflow, WAS_Flow, RAS_Flow, Temp, R1_VSS_Inflow_Concentration, R1_sCOD_Inflow_Concentration, R1_NH3_Inflow_Concentration, R1_NO3_Inflow_Concentration, R5_MeOH_Inflow, Stl_t_TKN_Concentration
1459.1,85796.68,0,96024.49,2,7.935404,24.15664,15.22413,1.343606,5943516,0.480968
1459.2,85919.35,0,96430.19,2,7.023363,22.5374,14.92483,1.284934,5730414,0.4808282
1459.3,85816.76,0,95624.89,2,6.648313,21.84581,14.89854,1.267902,5694495,0.480349
1459.4,85634.6,0,95239.07,2,6.660728,21.87366,15.26301,1.341913,5935777,0.4794677
1459.5,85688.61,0,96178.53,2,5.976137,21.20432,15.53883,1.395432,6103048,0.4782322
1459.6,85425.17,0,95115.89,2.11841,4.425319,19.4198,15.52028,1.4,6103487,0.4766955
1459.7,85437.72,0,95164.72,2.470819,3.530112,18.22399,15.67664,1.424157,6159810,0.4744047
1459.8,85878.25,0,97184.16,2.583702,3.860782,19.08011,15.99346,1.475843,6278570,0.4720934
1459.9,85990.86,0,97960.75,2.364019,3.98761,19.45146,16.21188,1.515866,6399134,0.4702295
1460,85846.84,0,97793.06,2.555155,3.870076,19.33637,16.62654,1.582261,6662252,0.4670398
1460.1,85709.24,0,97678.9,2.904995,4.088467,20.00414,17.09412,1.667553,6967417,0.4627726
1460.2,85124.35,0,96232.3,2.758435,4.27511,20.32459,17.19385,1.680861,7060750,0.4603213
1460.3,84540.33,0,94729.14,2.241565,4.745427,20.89659,17.09471,1.652157,7030654,0.4606634
1460.4,84773.15,0,96030.86,2.014165,5.557799,21.56736,16.89001,1.617801,6888596,0.4623873
1460.5,85243.22,0,97681.35,2.106197,5.665637,21.38796,16.52682,1.541421,6608030,0.4645107
1460.6,85630.34,0,98574.48,2.17654,4.503026,20.33199,16.42858,1.524157,6572873,0.4658257
1460.7,85331.34,0,97657.58,2.075888,4.134794,20.16642,16.52688,1.575843,6726355,0.4664552
1460.8,84526.33,0,95234.56,2,5.245202,21.24928,16.51336,1.595149,6702087,0.4676399
1460.9,83829.43,0,91872.66,2.225702,6.297629,22.11065,16.4194,1.565465,6581160,0.4689488
1461,83323.43,0,87673.26,2.547753,6.6,22.37977,16.36619,1.543462,6551312,0.4694314
1461.1,83176.32,0,87008.3,2.471424,6.625361,22.50901,16.5151,1.587325,6722904,0.4688928
1461.2,83374,0,90020.2,2.349317,7.065137,23.57312,16.89135,1.648723,6995768,0.4673641
1461.3,83880.19,0,94045.64,2.225792,8.404256,25.41018,17.12265,1.674592,7132195,0.4661296
1461.4,84648.67,0,97725.95,2.24127,9.758641,26.2,16.78406,1.642108,6954587,0.4663696
1461.5,85348.61,0,99718.73,2.44141,10.16016,26.2,16.42332,1.597535,6703471,0.4670078
1461.6,85560.37,0,100142.1,2.279793,9.845342,26.2,16.37349,1.593509,6665893,0.4677975
1461.7,85514.47,0,100124.3,2.06545,8.815104,25.85282,16.18183,1.575843,6581401,0.4692956
1461.8,85296.32,0,99847.61,2.287572,7.983824,25.20002,15.77172,1.524157,6369275,0.471389
1461.9,84886.04,0,99328.27,2.779937,7.642668,24.41545,15.60639,1.5,6284341,0.4721521
1462,85151.98,0,100614,3,7.200141,23.37104,15.61862,1.494722,6283122,0.4711106
1462.1,85954.39,0,103571.9,3,7.218641,23.49609,15.55732,1.488706,6252831,0.4700067
1462.2,86562.03,14.8525,105622.3,3.241565,7.282857,23.73263,15.47669,1.472174,6230030,0.4685663
1462.3,87496.4,70.5092,107157.9,3.51687,6.403941,22.47771,15.42017,1.451755,6214290,0.4662718
1462.4,88972.91,143.289,108840.1,3.48313,5.834418,22.08058,15.36706,1.453296,6193368,0.464378
1462.5,90146.63,261.54,109996.5,3.758435,7.315011,23.89857,15.10321,1.403495,6090248,0.4630278
1462.6,90875.1,341.282,110721.1,3.758435,8.630951,25.23593,14.84494,1.355792,5983159,0.4626209
1462.7,91630.95,361.33,112184.7,3.48313,7.865168,24.31037,14.77922,1.355182,5936063,0.462668
1462.8,92589.7,377.152,115268.5,3.758435,6.379815,22.5341,14.89659,1.37247,5959235,0.4610757
1462.9,93617.63,400.231,118435.9,4,5.490073,21.47945,15.40438,1.452619,6197501,0.4575146
1463,94434.58,444.82,120172.8,4.158121,5.971747,21.49105,15.78488,1.501995,6396684,0.4529965
1463.1,95364.48,464.152,123982.7,4.53443,5.878957,21.20947,15.56586,1.476776,6318556,0.4497662
1463.2,96508.87,480.233,130029.7,4.577716,4.55251,20.10234,15.09325,1.424157,6120716,0.4490596
1463.3,97434.62,544.755,132446.4,4.196103,3.678545,19.18047,14.82896,1.375843,5992727,0.4493353
1463.4,98311.2,544.444,133730.1,4,3.597788,19.02848,14.72963,1.34094,5924763,0.4499023
1463.5,99863.09,586.451,134783.7,4.241565,4.515206,20.166,14.66889,1.335912,5838516,0.4500706
1463.6,103545.8,580.679,135272.3,4.52173,6.170276,22.23731,14.62321,1.34094,5768645,0.4483482
1463.7,108035,646.363,135577.6,4.437919,7.070298,23.68026,14.7703,1.370635,5902634,0.4447061
1463.8,108801.2,651.897,135289.7,4.402741,7.198292,24.10731,14.92924,1.388856,6026169,0.4420246
1463.9,104898.8,694.895,133319.3,4.185954,7.053192,23.77249,15.15097,1.418948,6132824,0.4412401
1464,104477.9,624.726,131655.2,4,6.524951,22.45978,15.33151,1.451687,6214856,0.4409814
1464.1,106611.1,617.112,130539.9,4,6.626308,22.52403,15.15988,1.424157,6145708,0.441169
1464.2,104023.9,651.6,125289.5,4,7.282892,24.10628,14.81048,1.364838,5920888,0.4435376
1464.3,101591.8,606.418,121521,4,7.94023,25.21435,14.44081,1.276451,5624199,0.4482469
1464.4,102431.5,585.214,121429,4,8.704116,25.90793,14.19328,1.213151,5461630,0.4524791
1464.5,103647.2,589.026,121652.9,4,9.338435,26.2,13.98553,1.2,5371460,0.4546954
1464.6,104163.5,618.147,121273.9,4,9.816939,26.2,13.77358,1.2,5292715,0.4561342
1464.7,106322,609.22,121715.7,4,9.929322,26.2,13.63669,1.18461,5250002,0.4563885
1464.8,107976.9,616.712,122018,4,9.965715,26.2,13.67202,1.16707,5256222,0.455391
1464.9,103865.8,651.02,119242.7,4,9.759899,26.2,13.92948,1.18461,5334236,0.4552379
1465,99612.55,577.39,116404.6,4,9.452659,26.2,14.11949,1.2,5399339,0.4563764
1465.1,100716.2,520.376,116549.1,4,9.061731,26.08955,14.26313,1.224031,5461435,0.4561907
1465.2,106948,524.011,119509.1,4,8.800067,25.96368,14.42119,1.268403,5521178,0.453043
1465.3,114560.8,602.67,125581.2,3.758435,9.103119,26.08955,14.32873,1.260372,5473505,0.4502188
1465.4,121563.1,656.19,132593.8,3.48313,9.481223,26.2,13.96568,1.213921,5330678,0.450458
1465.5,125322.4,757.643,135205.8,3.758435,9.321682,25.78114,13.84021,1.193446,5299092,0.4494795
1465.6,121925.3,798.201,131683.3,4,8.187998,24.43878,14.20167,1.221093,5472860,0.4459547
1465.7,118309.2,757.08,125174.5,4,6.840331,22.69726,14.58291,1.275843,5709131,0.4423174
1465.8,117424.2,656.763,121761.5,4,5.345894,20.7023,14.69892,1.3,5824719,0.4394014
1465.9,112336.2,736.518,117928.2,4,3.858093,18.60154,14.74628,1.308146,5858238,0.4369603
1466,103636.4,647.823,112509.2,4,3.116156,17.32736,14.8922,1.341585,5942797,0.4374595
1466.1,99414.26,508.269,110228.1,4,2.785922,16.62753,15.04029,1.383989,6026444,0.4409958
1466.2,99987.09,492.016,110329.3,4,2.678144,16.53861,15.18615,1.412057,6076044,0.4421897
1466.3,101907.8,482.581,110802.5,4,2.702122,16.75578,15.45701,1.449953,6186822,0.4396832
1466.4,102022.7,538.525,110781.5,4,2.616381,16.53348,15.75387,1.4879,6328556,0.436968
1466.5,100457.9,517.468,110188.3,4,2.542151,16.45843,15.99752,1.5,6429730,0.4355414
1466.6,98546.57,510.649,109367.3,4,2.62724,16.87363,16.15689,1.524157,6519510,0.435412
1466.7,97909.98,454.25,109079.3,4.241565,2.767438,17.29349,16.33622,1.575843,6682080,0.4350384
1466.8,98392.65,454.25,109359,4.51687,2.865455,17.63098,16.49495,1.620531,6859779,0.4336591
1466.9,99538.4,464.856,109798.9,4.408119,2.775061,17.53504,16.51975,1.643929,6909169,0.4322536
1467,100841.7,477.27,110083.9,4.597936,2.856723,18.04187,16.47986,1.632814,6862559,0.4308301
1467.1,103296.6,507.869,110873.1,4.924989,3.465943,19.71175,16.36151,1.602126,6786667,0.4296079
1467.2,109075.1,482.377,113174.8,5,4.208936,21.14712,15.99275,1.53644,6544967,0.4288409
1467.3,112973.6,562.043,115120.7,5,4.934249,21.69921,15.79208,1.511337,6401827,0.4277643
1467.4,111007.8,587.208,114245.9,5,6.005695,22.49783,15.82157,1.524257,6426806,0.4269146
1467.5,105273.9,588.733,111341.7,5,6.690365,23.67334,15.93893,1.535493,6533618,0.427236
1467.6,103188.2,497.344,110094.8,5,6.940042,24.30951,16.17535,1.575843,6681897,0.4280319
1467.7,106424.8,496.974,111010.1,5,7.411954,25.04462,16.11057,1.586784,6605573,0.428792
1467.8,110753.6,520.608,112065.5,5,8.034014,25.90417,16.07549,1.583532,6602972,0.4290302
1467.9,110918.3,577.469,111476.7,5,8.868707,26.2,16.35187,1.623289,6831132,0.4282608
1468,107392.7,548.698,110445.2,5,9.882881,26.2,16.6252,1.660006,6990541,0.4273494
1468.1,104136.9,522.129,109956.9,5,9.839972,26.2,16.78628,1.687079,7062889,0.4270982
1468.2,103353.6,491.752,109840.4,5,8.451909,25.42699,16.7522,1.7,7074298,0.4270265
1468.3,105540.3,488.606,110063.4,5,7.112487,23.56605,16.75308,1.7,7091470,0.4260419
1468.4,109402.8,502.998,110492,5.122044,6.68417,22.55719,16.68851,1.7,7078363,0.4242258
1468.5,111443.1,528.596,110758.7,5.261133,6.667251,22.53908,16.71151,1.7,7069043,0.4222072
1468.6,112501.3,543.862,111318.9,5.132312,6.325592,22.10753,17.03411,1.7,7161948,0.4205231
1468.7,115106.2,538.176,113358.9,5.021972,6.019057,21.83796,17.1927,1.7,7219751,0.4194328
1468.8,117406.9,585.221,115384.9,5.010269,6.209172,21.97309,17.21939,1.704703,7243580,0.4187559
